event_date,year,disorder_type,event_type,sub_event_type,actor1,inter1,admin1,admin2,location,latitude,longitude,fatalities
2023-12-23,2023,Political violence,Battles,Armed clash,Islamic State (West Africa),2,Borno,Marte,Kirenawa,12.4243,13.9368,2.0
2023-12-23,2023,Political violence,Battles,Armed clash,Military Forces of Nigeria (2023-),1,Borno,Ngala,Wulgo,12.4839,14.1813,2.0
2023-12-23,2023,Political violence,Battles,Armed clash,Military Forces of Nigeria (2023-),1,Kaduna,Birnin Gwari,Birnin Gwari,10.6637,6.54,3.0
2023-12-23,2023,Political violence,Battles,Armed clash,Military Forces of Nigeria (2023-),1,Kaduna,Birnin Gwari,Dogara,10.7295,6.401,5.0
2023-12-23,2023,Political violence,Battles,Armed clash,Military Forces of Nigeria (2023-),1,Niger,Shiroro,Shiroro,9.96,6.8346,2.0
2023-12-23,2023,Political violence,Violence against civilians,Attack,Niger Communal Militia (Nigeria),4,Niger,Tafa,Garam,9.3167,7.35,1.0
2023-12-23,2023,Political violence,Violence against civilians,Attack,Police Forces of Nigeria (2023-),1,Ogun,Ikenne,Iperu,6.91,3.6656,0.0
2023-12-23,2023,Political violence,Battles,Armed clash,Police Forces of Nigeria (2023-),1,Katsina,Batsari,Yar Gamji,12.9398,7.2353,0.0
2023-12-23,2023,Political violence,Violence against civilians,Attack,Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,2,Borno,Gwoza,Hambagda,11.0361,13.7163,1.0
2023-12-23,2023,Political violence,Violence against civilians,Attack,Islamic State (West Africa),2,Borno,Bama,Bama,11.5221,13.6856,0.0
2023-12-23,2023,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Islamic State (West Africa) and/or Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,2,Borno,Monguno,Monguno,12.6786,13.6079,0.0
2023-12-23,2023,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Islamic State (West Africa),2,Borno,Kukawa,Cross Kauwa,12.9452,13.6723,2.0
2023-12-23,2023,Political violence,Battles,Armed clash,Police Forces of Nigeria (2023-),1,Katsina,Kankara,Yargoje,11.8693,7.4756,1.0
2023-12-23,2023,Political violence,Violence against civilians,Attack,Plateau Communal Militia (Nigeria),4,Plateau,Bokkos,Bokkos,9.2993,8.9954,16.0
2023-12-23,2023,Political violence,Violence against civilians,Attack,Unidentified Armed Group (Nigeria),3,Enugu,Uzo Uwani,Adani,6.7349,7.0157,1.0
2023-12-23,2023,Political violence,Violence against civilians,Attack,Unidentified Armed Group (Nigeria),3,Enugu,Enugu East,Nkwo Nike,6.5092,7.5101,0.0
2023-12-23,2023,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Nigeria (2023-),1,Rivers,Degema,Arugbana,4.6463,7.0078,0.0
2023-12-23,2023,Political violence,Violence against civilians,Attack,Unidentified Armed Group (Nigeria),3,Federal Capital Territory,Bwari,Bwari,9.2833,7.3833,1.0
2023-12-23,2023,Strategic developments,Strategic developments,Looting/property destruction,Islamic State (West Africa) and/or Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,2,Borno,Maiduguri Metro,Maiduguri,11.8312,13.1517,0.0
2023-12-23,2023,Demonstrations,Riots,Violent demonstration,Rioters (Nigeria),5,Anambra,Awka South,Awka,6.2101,7.0741,0.0
2023-12-22,2023,Political violence,Battles,Armed clash,Military Forces of Nigeria (2023-),1,Sokoto,Goronyo,Saruwa,13.1841,5.8458,3.0
2023-12-22,2023,Political violence,Battles,Armed clash,Enugu State Neighbourhood Watch (Nigeria),3,Enugu,Udi,9th Mile,6.4269,7.4075,2.0
2023-12-22,2023,Political violence,Battles,Armed clash,Islamic State (West Africa),2,Borno,Gubio,Gubio,12.499,12.7848,1.0
2023-12-22,2023,Political violence,Battles,Armed clash,Military Forces of Nigeria (2023-),1,Sokoto,Goronyo,Kubuta,13.1919,5.8884,3.0
2023-12-22,2023,Political violence,Battles,Armed clash,Military Forces of Nigeria (2023-),1,Sokoto,Goronyo,Gundumi,13.1403,6.0129,3.0
2023-12-22,2023,Political violence,Battles,Armed clash,Military Forces of Nigeria (2023-),1,Sokoto,Isa,Isa,13.2003,6.4071,10.0
2023-12-22,2023,Demonstrations,Protests,Peaceful protest,Protesters (Nigeria),6,Anambra,Oyi,Ogbunike,6.1835,6.8443,0.0
2023-12-22,2023,Demonstrations,Protests,Peaceful protest,Protesters (Nigeria),6,Anambra,Idemili North,Ogidi,6.1518,6.8655,0.0
2023-12-22,2023,Political violence,Battles,Armed clash,Unidentified Armed Group (Nigeria),3,Kwara,Moro,Bode Saadu,8.939,4.7823,1.0
2023-12-22,2023,Political violence,Violence against civilians,Attack,Islamic State (West Africa),2,Borno,Mobbar,Damasak,13.0977,12.4952,0.0
2023-12-22,2023,Political violence,Violence against civilians,Attack,Sokoto Communal Militia (Nigeria),4,Sokoto,Goronyo,Birjingo,13.4265,5.7987,1.0
2023-12-22,2023,Political violence,Battles,Armed clash,Islamic State (West Africa),2,Borno,Bama,Bama,11.5221,13.6856,1.0
2023-12-22,2023,Strategic developments,Strategic developments,Looting/property destruction,Military Forces of Nigeria (2023-),1,Zamfara,Zurmi,Zurmi,12.7776,6.7834,0.0
2023-12-22,2023,Political violence,Violence against civilians,Attack,Sokoto Communal Militia (Nigeria),4,Sokoto,Gada,Karengia,13.5414,5.7345,5.0
2023-12-22,2023,Political violence,Violence against civilians,Abduction/forced disappearance,Unidentified Armed Group (Nigeria),3,Federal Capital Territory,Kuje,Kpako,8.684,7.1524,0.0
2023-12-22,2023,Political violence,Violence against civilians,Abduction/forced disappearance,Unidentified Armed Group (Nigeria),3,Ogun,Shagamu,Sagamu Interchange,6.8833,3.5783,0.0
2023-12-22,2023,Demonstrations,Protests,Peaceful protest,Protesters (Nigeria),6,Abia,Umuahia North,Umuahia,5.5263,7.4896,0.0
2023-12-22,2023,Demonstrations,Protests,Peaceful protest,Protesters (Nigeria),6,Rivers,Port Harcourt,Port Harcourt,4.7774,7.0134,0.0
2023-12-21,2023,Political violence,Violence against civilians,Attack,Unidentified Armed Group (Nigeria),3,Kwara,Moro,Bode Saadu,8.939,4.7823,1.0
2023-12-21,2023,Political violence,Battles,Armed clash,Military Forces of Nigeria (2023-),1,Kaduna,Kajuru,Maro,10.0817,7.7247,3.0
2023-12-21,2023,Political violence,Violence against civilians,Abduction/forced disappearance,Unidentified Armed Group (Nigeria),3,Benue,Ogbadibo,Otukpa,7.0892,7.6499,0.0
2023-12-21,2023,Political violence,Violence against civilians,Abduction/forced disappearance,Katsina Communal Militia (Nigeria),4,Katsina,Dutsinma,Dutsin Ma,12.4517,7.4981,0.0
2023-12-21,2023,Demonstrations,Protests,Peaceful protest,Protesters (Nigeria),6,Abia,Umuahia South,Ubakala,5.5115,7.4756,0.0
2023-12-21,2023,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,2,Yobe,Damaturu,Damaturu,11.747,11.9608,0.0
2023-12-21,2023,Political violence,Battles,Armed clash,Military Forces of Nigeria (2023-),1,Kaduna,Kachia,Kachia,9.8734,7.9541,3.0
2023-12-20,2023,Political violence,Violence against civilians,Abduction/forced disappearance,Zamfara Communal Militia (Nigeria),4,Zamfara,Bakura,Dankadu,12.7254,5.9252,0.0
2023-12-20,2023,Political violence,Violence against civilians,Attack,Islamic State (West Africa),2,Borno,Damboa,Damboa,11.156,12.7576,3.0
2023-12-20,2023,Demonstrations,Protests,Peaceful protest,Protesters (Nigeria),6,Akwa Ibom,Oron,Oron,4.8256,8.2344,0.0
2023-12-20,2023,Demonstrations,Protests,Peaceful protest,Protesters (Nigeria),6,Ondo,Owo,Owo,7.1962,5.5868,0.0
2023-12-20,2023,Political violence,Violence against civilians,Attack,Unidentified Armed Group (Nigeria),3,Plateau,Barkin Ladi,Ropp,9.5,8.9167,2.0
2023-12-20,2023,Political violence,Violence against civilians,Attack,Zamfara Communal Militia (Nigeria),4,Zamfara,Tsafe,Tsafe,11.9555,6.9194,1.0
2023-12-20,2023,Political violence,Violence against civilians,Attack,Katsina Communal Militia (Nigeria),4,Katsina,Faskari,Doma,11.6988,7.2842,1.0
2023-12-20,2023,Political violence,Battles,Armed clash,Police Forces of Nigeria (2023-),1,Kwara,Ilorin East,Illorin,8.5,4.55,1.0
2023-12-20,2023,Political violence,Violence against civilians,Abduction/forced disappearance,Zamfara Communal Militia (Nigeria),4,Zamfara,Bungudu,Bungudu,12.2672,6.5475,0.0
2023-12-20,2023,Political violence,Violence against civilians,Sexual violence,Unidentified Cult Militia (Nigeria),3,Rivers,Port Harcourt,Diobu,4.8104,6.9853,0.0
2023-12-20,2023,Political violence,Violence against civilians,Attack,Anambra State Anti-Touts Agency (Nigeria),3,Anambra,Awka South,Okpuno,6.2555,7.0737,0.0
2023-12-19,2023,Demonstrations,Protests,Peaceful protest,Protesters (Nigeria),6,Ogun,Shagamu,Shagamu,6.8432,3.6478,0.0
2023-12-19,2023,Political violence,Battles,Armed clash,Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,2,Borno,Chibok,Pemi,10.7847,12.9404,2.0
2023-12-19,2023,Political violence,Battles,Armed clash,Islamic State (West Africa),2,Borno,Gwoza,Pulka,11.1767,13.8256,0.0
2023-12-19,2023,Political violence,Battles,Armed clash,Police Forces of Nigeria (2023-),1,Taraba,Yorro,Yorro,8.7167,11.6167,4.0
2023-12-19,2023,Political violence,Violence against civilians,Attack,Sokoto Communal Militia (Nigeria),4,Sokoto,Rabah,Tursa,13.1724,5.6521,1.0
2023-12-19,2023,Strategic developments,Strategic developments,Looting/property destruction,Unidentified Armed Group (Nigeria),3,Taraba,Ardo Kola,Sunkani,8.703,11.2576,0.0
2023-12-19,2023,Political violence,Violence against civilians,Attack,Unidentified Armed Group (Nigeria),3,Federal Capital Territory,Kwali,Kpache,8.6099,6.8303,2.0
2023-12-19,2023,Political violence,Violence against civilians,Abduction/forced disappearance,Unidentified Armed Group (Nigeria),3,Taraba,Yorro,Pupule,9.0356,11.604,0.0
2023-12-19,2023,Political violence,Battles,Armed clash,Unidentified Armed Group (Nigeria),3,Taraba,Bali,Sabon Gari N'Dakka,8.4327,11.4751,3.0
2023-12-19,2023,Political violence,Battles,Armed clash,Unidentified Armed Group (Nigeria),3,Taraba,Bali,Mai Fula,8.0,11.0,15.0
2023-12-19,2023,Political violence,Violence against civilians,Attack,Katsina Communal Militia (Nigeria),4,Katsina,Batsari,Garin Dodo,12.7006,7.1719,0.0
2023-12-19,2023,Political violence,Battles,Armed clash,IPOB: Indigenous Peoples of Biafra,2,Delta,Oshimili North,Illah,6.4222,6.6506,1.0
2023-12-19,2023,Political violence,Riots,Mob violence,Rioters (Nigeria),5,Ogun,Ijebu North,Ijebu-Igbo,6.9798,4.0033,0.0
2023-12-19,2023,Political violence,Violence against civilians,Abduction/forced disappearance,Unidentified Armed Group (Nigeria),3,Enugu,Nsukka,Opi,6.7814,7.4365,0.0
2023-12-19,2023,Demonstrations,Protests,Protest with intervention,Protesters (Nigeria),6,Oyo,Ibadan North,Agodi,7.4035,3.9132,0.0
2023-12-19,2023,Demonstrations,Protests,Peaceful protest,Protesters (Nigeria),6,Federal Capital Territory,Abuja Municipal,Abuja,9.0833,7.5333,0.0
2023-12-19,2023,Political violence,Violence against civilians,Attack,Katsina Communal Militia (Nigeria),4,Katsina,Batsari,Garin Hambama,12.6876,7.1705,1.0
2023-12-19,2023,Strategic developments,Strategic developments,Looting/property destruction,Katsina Communal Militia (Nigeria),4,Katsina,Batsari,Wagini,12.6878,7.1958,0.0
2023-12-19,2023,Political violence,Battles,Armed clash,Police Forces of Nigeria (2023-),1,Enugu,Enugu East,Agbogazi Nike,6.6119,7.5848,1.0
2023-12-19,2023,Political violence,Violence against civilians,Attack,Unidentified Armed Group (Nigeria),3,Rivers,Port Harcourt,Port Harcourt,4.7774,7.0134,0.0
2023-12-19,2023,Political violence,Battles,Armed clash,Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,2,Borno,Maiduguri Metro,Maiduguri,11.8312,13.1517,1.0
2023-12-19,2023,Political violence,Battles,Armed clash,Military Forces of Nigeria (2023-),1,Zamfara,Gusau,Gusau,12.1628,6.6614,0.0
2023-12-18,2023,Demonstrations,Protests,Peaceful protest,Protesters (Nigeria),6,Cross River,Calabar Municipal,Calabar,4.9667,8.3333,0.0
2023-12-18,2023,Demonstrations,Protests,Peaceful protest,Protesters (Nigeria),6,Nassarawa,Lafia,Lafia,8.4833,8.5167,0.0
2023-12-18,2023,Political violence,Riots,Mob violence,Rioters (Nigeria),5,Ogun,Shagamu,Shagamu,6.8432,3.6478,1.0
2023-12-18,2023,Political violence,Violence against civilians,Abduction/forced disappearance,Zamfara Communal Militia (Nigeria),4,Zamfara,Tsafe,Tsafe,11.9555,6.9194,0.0
2023-12-18,2023,Political violence,Violence against civilians,Attack,Zamfara Communal Militia (Nigeria),4,Zamfara,Maru,Maru,12.3342,6.4057,1.0
2023-12-18,2023,Political violence,Battles,Armed clash,Unidentified Armed Group (Nigeria),3,Akwa Ibom,Oron,Oron,4.8256,8.2344,1.0
2023-12-18,2023,Strategic developments,Strategic developments,Other,Police Forces of Nigeria (2023-),1,Kaduna,Zaria,Zaria,11.0886,7.6974,0.0
2023-12-18,2023,Demonstrations,Protests,Peaceful protest,Protesters (Nigeria),6,Akwa Ibom,Uyo,Uyo,5.0333,7.9266,0.0
2023-12-18,2023,Demonstrations,Protests,Peaceful protest,Protesters (Nigeria),6,Federal Capital Territory,Abuja Municipal,Maitama,9.1031,7.4944,0.0
2023-12-18,2023,Demonstrations,Protests,Peaceful protest,Protesters (Nigeria),6,Bauchi,Bauchi,Bauchi,10.3134,9.8433,0.0
2023-12-18,2023,Political violence,Violence against civilians,Abduction/forced disappearance,Kaduna Communal Militia (Nigeria),4,Kaduna,Kauru,Pari,9.7837,8.5439,0.0
2023-12-18,2023,Demonstrations,Protests,Protest with intervention,Protesters (Nigeria),6,Federal Capital Territory,Abuja Municipal,Wuse,9.0706,7.4675,0.0
2023-12-18,2023,Political violence,Violence against civilians,Attack,Katsina Communal Militia (Nigeria),4,Katsina,Funtua,Funtua,11.5233,7.3081,5.0
2023-12-17,2023,Political violence,Battles,Armed clash,Islamic State (West Africa),2,Borno,Kukawa,Kukawa,12.9186,13.6283,40.0
2023-12-17,2023,Political violence,Battles,Armed clash,Islamic State (West Africa),2,Borno,Gwoza,Gwoza,11.084,13.6925,1.0
2023-12-17,2023,Political violence,Battles,Armed clash,Islamic State (West Africa),2,Borno,Damboa,Damboa,11.156,12.7576,1.0
2023-12-17,2023,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Islamic State (West Africa),2,Borno,Damboa,Damboa,11.156,12.7576,0.0
2023-12-17,2023,Strategic developments,Strategic developments,Other,Military Forces of Nigeria (2023-),1,Zamfara,Maru,Dan Sadau,11.2962,6.4952,0.0
2023-12-17,2023,Political violence,Battles,Armed clash,Military Forces of Nigeria (2023-),1,Kaduna,Igabi,Sabon Birni,10.8121,7.3022,1.0
2023-12-17,2023,Political violence,Violence against civilians,Attack,SDP: Social Democratic Party (Nigeria),3,Kogi,Dekina,Ayangba,7.5036,7.1744,0.0
2023-12-17,2023,Political violence,Violence against civilians,Attack,Katsina Communal Militia (Nigeria),4,Katsina,Dutsinma,Garangamawa,12.2614,7.4663,1.0
2023-12-17,2023,Political violence,Violence against civilians,Attack,Sokoto Communal Militia (Nigeria),4,Sokoto,Goronyo,Kwakwazo,13.539,5.6162,0.0
2023-12-17,2023,Political violence,Violence against civilians,Attack,Zamfara Communal Militia (Nigeria),4,Zamfara,Zurmi,Yanbuki,12.8007,6.6526,1.0
2023-12-17,2023,Political violence,Battles,Armed clash,Military Forces of Nigeria (2023-),1,Zamfara,Bakura,Madaci,12.673,5.9673,4.0
2023-12-17,2023,Political violence,Violence against civilians,Abduction/forced disappearance,Unidentified Armed Group (Nigeria),3,Kogi,Kabba,Kabba,7.8287,6.0731,0.0
2023-12-17,2023,Political violence,Battles,Armed clash,Katsina Communal Militia (Nigeria),4,Katsina,Safana,Sarkin Lambu,12.4242,7.4124,2.0
2023-12-16,2023,Political violence,Violence against civilians,Attack,Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,2,Yobe,Gujba,Buni Yadi,11.2689,11.9994,1.0
2023-12-16,2023,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Islamic State (West Africa),2,Borno,Damboa,Waijroko,10.9339,12.5268,0.0
2023-12-16,2023,Political violence,Battles,Armed clash,Yaba Communal Militia (Nigeria),4,Federal Capital Territory,Abaji,Yaba,8.6833,6.8,1.0
2023-12-16,2023,Political violence,Violence against civilians,Attack,Zamfara Communal Militia (Nigeria),4,Zamfara,Maru,Maru,12.3342,6.4057,0.0
2023-12-16,2023,Political violence,Violence against civilians,Attack,Fulani Ethnic Militia (Nigeria),4,Edo,Owan East,Warrake,6.9973,6.1732,0.0
2023-12-16,2023,Political violence,Violence against civilians,Attack,Zamfara Communal Militia (Nigeria),4,Zamfara,Bakura,Madaci,12.673,5.9673,1.0
2023-12-16,2023,Political violence,Riots,Mob violence,Rioters (Nigeria),5,Delta,Uvwie,Effurun,5.5546,5.7862,1.0
2023-12-16,2023,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Nigeria (2023-),1,Borno,Marte,Marte,12.3611,13.8246,20.0
2023-12-16,2023,Political violence,Violence against civilians,Abduction/forced disappearance,Fulani Ethnic Militia (Nigeria),4,Enugu,Ezeagu,Ezeagu,6.3832,7.2898,0.0
2023-12-16,2023,Political violence,Violence against civilians,Attack,Katsina Communal Militia (Nigeria),4,Katsina,Batsari,Nahuta,12.7227,7.1678,4.0
2023-12-16,2023,Political violence,Violence against civilians,Abduction/forced disappearance,Kaduna Communal Militia (Nigeria),4,Kaduna,Kagarko,Kagarko,9.4833,7.6833,0.0
2023-12-16,2023,Political violence,Riots,Mob violence,Rioters (Nigeria),5,Ogun,Abeokuta South,Abeokuta,7.15,3.35,0.0
2023-12-16,2023,Political violence,Violence against civilians,Attack,Zamfara Communal Militia (Nigeria),4,Zamfara,Talata Mafara,Talata Mafara,12.5684,6.0623,1.0
2023-12-15,2023,Political violence,Violence against civilians,Abduction/forced disappearance,Fulani Ethnic Militia (Nigeria),4,Anambra,Njikoka,Abagana,6.1842,6.9766,0.0
2023-12-15,2023,Political violence,Violence against civilians,Attack,Unidentified Armed Group (Nigeria),3,Taraba,Ibi,Sarkin-Kudu,8.3175,9.7252,1.0
2023-12-15,2023,Political violence,Violence against civilians,Attack,Unidentified Armed Group (Nigeria),3,Anambra,Anambra East,Aguleri,6.3224,6.8902,0.0
2023-12-15,2023,Political violence,Battles,Armed clash,Islamic State (West Africa),2,Borno,Bama,Bama,11.5221,13.6856,0.0
2023-12-15,2023,Political violence,Battles,Armed clash,Islamic State (West Africa),2,Borno,Askira Uba,Dille,10.7563,13.2129,1.0
2023-12-15,2023,Political violence,Violence against civilians,Abduction/forced disappearance,Unidentified Armed Group (Nigeria),3,Taraba,Yorro,Yorro,8.7167,11.6167,0.0
2023-12-15,2023,Political violence,Violence against civilians,Abduction/forced disappearance,Kaduna Communal Militia (Nigeria),4,Kaduna,Igabi,Igabi,10.7889,7.7749,0.0
2023-12-15,2023,Political violence,Battles,Armed clash,Military Forces of Nigeria (2023-),1,Kaduna,Chikun,Buruku,10.6179,7.2331,0.0
2023-12-15,2023,Political violence,Battles,Armed clash,Katsina Communal Militia (Nigeria),4,Katsina,Safana,Safana,12.3778,7.377,1.0
2023-12-15,2023,Political violence,Battles,Armed clash,Police Forces of Nigeria (2023-),1,Anambra,Njikoka,Enugwu Agidi,6.2201,7.0097,0.0
2023-12-15,2023,Political violence,Battles,Armed clash,Buccaneers (Nigeria),3,Ogun,Obafemi,Owode,6.9486,3.5051,1.0
2023-12-15,2023,Demonstrations,Protests,Peaceful protest,Protesters (Nigeria),6,Rivers,Port Harcourt,Port Harcourt,4.7774,7.0134,0.0
2023-12-14,2023,Strategic developments,Strategic developments,Disrupted weapons use,Military Forces of Nigeria (2023-),1,Enugu,Aninri,Nenwe,6.1196,7.5289,0.0
2023-12-14,2023,Political violence,Battles,Armed clash,Military Forces of Nigeria (2023-),1,Akwa Ibom,Oron,Oron,4.8256,8.2344,10.0
2023-12-14,2023,Political violence,Battles,Armed clash,Military Forces of Nigeria (2023-),1,Zamfara,Zurmi,Rukudawa,12.7707,6.9272,0.0
2023-12-14,2023,Political violence,Battles,Armed clash,Military Forces of Nigeria (2023-),1,Zamfara,Zurmi,Gambiru,13.0556,6.7512,1.0
2023-12-14,2023,Political violence,Violence against civilians,Attack,Unidentified Armed Group (Nigeria),3,Cross River,Calabar Municipal,Calabar,4.9667,8.3333,0.0
2023-12-14,2023,Political violence,Battles,Armed clash,Kaduna Communal Militia (Nigeria),4,Kaduna,Birnin Gwari,Sabon Kuyelo,11.213,6.9083,8.0
2023-12-14,2023,Political violence,Violence against civilians,Attack,Niger Communal Militia (Nigeria),4,Niger,Tafa,Garam,9.3167,7.35,1.0
2023-12-14,2023,Political violence,Battles,Armed clash,Police Forces of Nigeria (2023-),1,Rivers,Emohua,Emohua,4.8816,6.8625,2.0
2023-12-14,2023,Political violence,Violence against civilians,Attack,Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,2,Adamawa,Madagali,Buttuku,10.8959,13.3842,0.0
2023-12-14,2023,Political violence,Battles,Armed clash,Military Forces of Nigeria (2023-),1,Borno,Konduga,Konduga,11.6558,13.4213,0.0
2023-12-14,2023,Political violence,Battles,Armed clash,Military Forces of Nigeria (2023-),1,Sokoto,Illela,Masasa,13.6158,5.2896,4.0
2023-12-14,2023,Political violence,Violence against civilians,Attack,Sokoto Communal Militia (Nigeria),4,Sokoto,Goronyo,Takakume,13.5253,5.8261,3.0
2023-12-14,2023,Strategic developments,Strategic developments,Looting/property destruction,Military Forces of Nigeria (2023-),1,Zamfara,Zurmi,Dauran Birnin Tsaba,12.6821,6.7511,0.0
2023-12-14,2023,Political violence,Battles,Armed clash,Military Forces of Nigeria (2023-),1,Sokoto,Illela,Bauni Forest Reserve,13.6312,5.1713,1.0
2023-12-14,2023,Political violence,Battles,Armed clash,Military Forces of Nigeria (2023-),1,Sokoto,Tangaza,Bauni,13.611,5.0742,2.0
2023-12-14,2023,Political violence,Battles,Armed clash,Military Forces of Nigeria (2023-),1,Zamfara,Zurmi,Dumburum,12.7776,7.003,0.0
2023-12-14,2023,Demonstrations,Protests,Peaceful protest,Protesters (Nigeria),6,Abia,Umuahia North,Umuahia,5.5263,7.4896,0.0
2023-12-14,2023,Political violence,Violence against civilians,Attack,Unidentified Cult Militia (Nigeria),3,Edo,Oredo,Benin City,6.3351,5.6275,1.0
2023-12-13,2023,Political violence,Battles,Armed clash,Military Forces of Nigeria (2023-),1,Enugu,Agwu,Mgbowo,6.1093,7.5107,0.0
2023-12-13,2023,Demonstrations,Protests,Peaceful protest,Protesters (Nigeria),6,Lagos,Alimosho,Meiran,6.6562,3.2633,0.0
2023-12-13,2023,Political violence,Battles,Armed clash,Islamic State (West Africa),2,Borno,Monguno,Yoyo,12.7333,13.6667,0.0
2023-12-13,2023,Political violence,Battles,Armed clash,Islamic State (West Africa),2,Borno,Mafa,Ngwom,11.8826,13.3434,9.0
2023-12-13,2023,Political violence,Battles,Armed clash,Islamic State (West Africa),2,Borno,Damboa,Damboa,11.156,12.7576,0.0
2023-12-13,2023,Political violence,Violence against civilians,Abduction/forced disappearance,Unidentified Armed Group (Nigeria),3,Enugu,Igbo Eze North,Umuopu,7.0663,7.4476,0.0
2023-12-13,2023,Political violence,Violence against civilians,Abduction/forced disappearance,Kaduna Communal Militia (Nigeria),4,Kaduna,Igabi,Igabi,10.7889,7.7749,0.0
2023-12-13,2023,Demonstrations,Protests,Peaceful protest,Protesters (Nigeria),6,Delta,Uvwie,Effurun,5.5546,5.7862,0.0
2023-12-13,2023,Political violence,Riots,Mob violence,Rioters (Nigeria),5,Kano,Gwale,Gwale,11.9845,8.5082,0.0
2023-12-13,2023,Demonstrations,Protests,Peaceful protest,Protesters (Nigeria),6,Federal Capital Territory,Abuja Municipal,Abuja,9.0833,7.5333,0.0
2023-12-13,2023,Demonstrations,Protests,Peaceful protest,Protesters (Nigeria),6,Rivers,Port Harcourt,Port Harcourt,4.7774,7.0134,0.0
2023-12-13,2023,Demonstrations,Protests,Peaceful protest,Protesters (Nigeria),6,Anambra,Ogbaru,Atani,6.0158,6.7446,0.0
2023-12-12,2023,Political violence,Violence against civilians,Abduction/forced disappearance,Unidentified Armed Group (Nigeria),3,Federal Capital Territory,Gwagwalada,Gwagwalada,8.9414,7.0919,0.0
2023-12-12,2023,Political violence,Violence against civilians,Attack,Zamfara Communal Militia (Nigeria),4,Zamfara,Zurmi,Zurmi,12.7776,6.7834,1.0
2023-12-12,2023,Strategic developments,Strategic developments,Looting/property destruction,Zamfara Communal Militia (Nigeria),4,Zamfara,Zurmi,Zurmi,12.7776,6.7834,0.0
2023-12-12,2023,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Islamic State (West Africa),2,Borno,Damboa,Damboa,11.156,12.7576,0.0
2023-12-12,2023,Political violence,Violence against civilians,Abduction/forced disappearance,Unidentified Armed Group (Nigeria),3,Rivers,Ikwerre,Igwuruta,4.9548,7.0162,0.0
2023-12-12,2023,Political violence,Violence against civilians,Attack,Plateau Communal Militia (Nigeria),4,Plateau,Mangu,Gindiri,9.6,9.2333,4.0
2023-12-12,2023,Political violence,Violence against civilians,Abduction/forced disappearance,Unidentified Armed Group (Nigeria),3,Taraba,Lau,Kunini,9.2333,11.4,0.0
2023-12-12,2023,Political violence,Battles,Armed clash,Unidentified Armed Group (Nigeria),3,Rivers,Obua,Abua,4.8568,6.6442,6.0
2023-12-12,2023,Political violence,Battles,Armed clash,Military Forces of Nigeria (2023-),1,Kaduna,Igabi,Igabi,10.7889,7.7749,0.0
2023-12-12,2023,Political violence,Battles,Armed clash,Military Forces of Nigeria (2023-),1,Kaduna,Birnin Gwari,Birnin Gwari,10.6637,6.54,0.0
2023-12-12,2023,Demonstrations,Protests,Peaceful protest,Protesters (Nigeria),6,Federal Capital Territory,Abuja Municipal,Abuja,9.0833,7.5333,0.0
2023-12-12,2023,Political violence,Violence against civilians,Abduction/forced disappearance,Zamfara Communal Militia (Nigeria),4,Zamfara,Anka,Kwanar Maje,12.0589,5.8699,0.0
2023-12-11,2023,Political violence,Battles,Armed clash,Military Forces of Nigeria (2023-),1,Anambra,Ihiala,Orsumoghu,5.8721,6.9314,1.0
2023-12-11,2023,Demonstrations,Protests,Peaceful protest,Protesters (Nigeria),6,Ondo,Akure South,Akure,7.2526,5.1931,0.0
2023-12-11,2023,Demonstrations,Protests,Peaceful protest,Protesters (Nigeria),6,Ogun,Odedah,Odeda,7.2167,3.5167,0.0
2023-12-11,2023,Political violence,Battles,Armed clash,Islamic State (West Africa),2,Borno,Damboa,Azir Multe,10.9291,12.5101,0.0
2023-12-11,2023,Political violence,Battles,Armed clash,Islamic State (West Africa),2,Borno,Gwoza,Pulka,11.1767,13.8256,0.0
2023-12-11,2023,Political violence,Violence against civilians,Abduction/forced disappearance,Unidentified Armed Group (Nigeria),3,Kaduna,Igabi,Igabi,10.7889,7.7749,0.0
2023-12-11,2023,Political violence,Violence against civilians,Abduction/forced disappearance,Sokoto Communal Militia (Nigeria),4,Katsina,Dan-Musa,Dan Musa,12.2616,7.3341,0.0
2023-12-11,2023,Political violence,Battles,Armed clash,Islamic State (West Africa),2,Borno,Bama,Bama,11.5221,13.6856,0.0
